ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
276287280,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1009519,180676,40.6625545044738,-73.90891970492359,POINT (-73.90891970492359 40.6625545044738)
276284810,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,BLACK,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276289358,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276289064,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276283409,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,112,1,45-64,M,BLACK,1031029,199612,40.71444186185788,-73.8312571230394,POINT (-73.8312571230394 40.71444186185788)
276284815,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,25-44,M,WHITE HISPANIC,1039726,195270,40.70247387178277,-73.79992086969553,POINT (-73.79992086969553 40.70247387178277)
276287295,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276286024,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276289074,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,17,25-44,M,BLACK,986526,212304,40.749404,-73.991784,POINT (-73.991784 40.749404)
276246101,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,45-64,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969)
276233255,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,18-24,M,BLACK,1010287,186518,40.67858725341521,-73.9061289409916,POINT (-73.9061289409916 40.67858725341521)
276251291,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,BLACK HISPANIC,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276248034,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,33,1,25-44,M,BLACK,1000998,245665,40.84095296978001,-73.93947116181074,POINT (-73.93947116181074 40.84095296978001)
276231294,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,17,18-24,M,WHITE HISPANIC,1037664,194289,40.699795,-73.807364,POINT (-73.807364 40.699795)
276246115,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,66,1,25-44,M,BLACK,985823,172664,40.64059922620008,-73.9943321010444,POINT (-73.9943321010444 40.64059922620008)
276228167,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,18,1,18-24,M,WHITE HISPANIC,989210,219405,40.76889099201615,-73.98209349413949,POINT (-73.98209349413949 40.768890992016146)
276249526,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276209759,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,0,25-44,M,BLACK,988099,214912,40.75655941724014,-73.98610697956573,POINT (-73.98610697956573 40.75655941724014)
276246100,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,WHITE HISPANIC,1009702,236693,40.81630661102542,-73.90804814859399,POINT (-73.90804814859399 40.81630661102542)
276243436,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,26,1,25-44,M,BLACK,997374,234664,40.8107644899635,-73.952590152183,POINT (-73.952590152183 40.8107644899635)
276228159,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,BLACK,989468,148972,40.57556814653694,-73.98121659125884,POINT (-73.98121659125884 40.57556814653694)
276251278,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276251295,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276237903,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1012791,238814,40.82211871477908,-73.89687933622004,POINT (-73.89687933622004 40.82211871477908)
276248010,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK,1007027,245405,40.840225853367535,-73.91768268616491,POINT (-73.91768268616491 40.840225853367535)
276228156,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,46,1,25-44,M,BLACK HISPANIC,1010256,248770,40.84945286686186,-73.90599986315169,POINT (-73.90599986315169 40.84945286686186)
276246108,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK HISPANIC,1014509,238113,40.820188951147415,-73.8906752472269,POINT (-73.8906752472269 40.820188951147415)
276251297,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,65+,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276248032,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,18-24,M,BLACK,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276251292,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,UNKNOWN,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276226125,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,18,0,25-44,M,BLACK,989210,219405,40.76889099201615,-73.98209349413949,POINT (-73.98209349413949 40.768890992016146)
276222374,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969)
276228164,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,81,1,45-64,M,WHITE HISPANIC,1003927,186763,40.67927614498881,-73.92905788850503,POINT (-73.92905788850503 40.67927614498881)
276246092,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,48,1,45-64,M,WHITE HISPANIC,1017426,245419,40.84023133456983,-73.88010010626483,POINT (-73.88010010626483 40.84023133456983)
276251283,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,F,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276240704,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,45-64,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059)
276246143,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,17,18-24,M,BLACK,1037664,194289,40.699795,-73.807364,POINT (-73.807364 40.699795)
276226120,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,18-24,M,BLACK,989468,148972,40.57556814653694,-73.98121659125884,POINT (-73.98121659125884 40.57556814653694)
276248027,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,18-24,M,WHITE HISPANIC,1014297,186320,40.67803108551081,-73.89167260564398,POINT (-73.89167260564398 40.67803108551081)
276243437,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,5,1,25-44,M,WHITE HISPANIC,984864,203135,40.72423529664496,-73.99778483319649,POINT (-73.99778483319649 40.724235296644956)
276246130,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,F,WHITE HISPANIC,986819,214690,40.75595054836769,-73.9907272426155,POINT (-73.9907272426155 40.75595054836769)
276251282,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276246132,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,45-64,M,BLACK,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276251280,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
276246110,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,BLACK,995205,149787,40.57779992826422,-73.9605636021637,POINT (-73.9605636021637 40.57779992826422)
276251263,10/20/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1011082,180980,40.66338431809069,-73.90328477835877,POINT (-73.90328477835877 40.66338431809069)
276186695,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,18-24,M,WHITE HISPANIC,987341,215631,40.75853318613154,-73.98884266079277,POINT (-73.98884266079277 40.75853318613154)
276173334,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,18-24,M,BLACK,1008110,244858,40.83872163845646,-73.91377061389228,POINT (-73.91377061389228 40.83872163845646)
276208821,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969)
276203251,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,81,1,25-44,M,BLACK,1005983,186617,40.6788705991623,-73.92164580117114,POINT (-73.92164580117114 40.6788705991623)
276145426,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181)
276180834,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,68,0,25-44,F,BLACK,975546,163527,40.615516,-74.03135,POINT (-74.03135 40.615516)
276208835,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,61,1,25-44,M,BLACK,990576,154930,40.59192095269758,-73.97722251002942,POINT (-73.97722251002942 40.59192095269758)
276170201,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,18,1,25-44,M,BLACK,989210,219405,40.76889099201615,-73.98209349413949,POINT (-73.98209349413949 40.768890992016146)
276167813,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,47,1,25-44,M,BLACK,1023686,264804,40.893411457088085,-73.85736207903054,POINT (-73.85736207903054 40.893411457088085)
276178208,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,WHITE,1010287,186518,40.67858725341521,-73.9061289409916,POINT (-73.9061289409916 40.67858725341521)
276206026,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,18-24,M,BLACK,1037559,194576,40.70058232906593,-73.80774181591707,POINT (-73.80774181591707 40.70058232906593)
276208836,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,79,1,25-44,M,BLACK,998241,187165,40.680390356887045,-73.94955696438568,POINT (-73.94955696438568 40.680390356887045)
276147939,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,WHITE HISPANIC,986061,213320,40.75219043401121,-73.99346359839569,POINT (-73.99346359839569 40.75219043401121)
276197638,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,WHITE HISPANIC,1019699,188375,40.68365160339583,-73.87218617994516,POINT (-73.87218617994516 40.68365160339583)
276209180,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,25-44,M,BLACK,1039726,195270,40.70247387178277,-73.79992086969553,POINT (-73.79992086969553 40.70247387178277)
276178218,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,88,1,25-44,M,WHITE,994019,188128,40.68303923905853,-73.96477753017727,POINT (-73.96477753017727 40.68303923905853)
276200044,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,18-24,M,BLACK,1007027,245405,40.840225853367535,-73.91768268616491,POINT (-73.91768268616491 40.840225853367535)
276197632,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059)
276193814,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK HISPANIC,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969)
276180837,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,17,25-44,M,BLACK,1001195,232709,40.805393,-73.93879,POINT (-73.93879 40.805393)
276147923,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,43,1,18-24,M,BLACK,1017689,241175,40.82858179824758,-73.87917076783575,POINT (-73.87917076783575 40.82858179824758)
276203275,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,108,0,25-44,M,BLACK,996424,210017,40.7431245994984,-73.9560680726795,POINT (-73.9560680726795 40.7431245994984)
276159864,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181)
276193831,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,0,18-24,M,BLACK HISPANIC,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276203242,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,77,1,25-44,M,WHITE,1003358,182945,40.66879784311929,-73.9311201452519,POINT (-73.9311201452519 40.66879784311929)
276175744,10/19/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1010287,186518,40.67858725341521,-73.9061289409916,POINT (-73.9061289409916 40.67858725341521)
276129907,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,18-24,M,BLACK HISPANIC,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276129891,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,84,1,18-24,M,BLACK HISPANIC,987772,191476,40.692233421103055,-73.98729955552464,POINT (-73.98729955552464 40.692233421103055)
276133575,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,45-64,M,BLACK,1019779,185370,40.67540324751644,-73.87191357758088,POINT (-73.87191357758088 40.675403247516435)
276114463,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,43,1,18-24,M,BLACK,1018951,241512,40.82950189782912,-73.87460889175321,POINT (-73.87460889175321 40.82950189782912)
276119600,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,17,25-44,M,BLACK,1037664,194289,40.699795,-73.807364,POINT (-73.807364 40.699795)
276138941,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,45-64,M,BLACK,1014509,238113,40.820188951147415,-73.8906752472269,POINT (-73.8906752472269 40.820188951147415)
276129885,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,47,1,25-44,M,BLACK,1023686,264804,40.893411457088085,-73.85736207903054,POINT (-73.85736207903054 40.893411457088085)
276133569,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,79,1,25-44,M,BLACK,998241,187165,40.680390356887045,-73.94955696438568,POINT (-73.94955696438568 40.680390356887045)
276114466,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,77,1,45-64,M,BLACK,1003358,182945,40.66879784311929,-73.9311201452519,POINT (-73.9311201452519 40.66879784311929)
276116876,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,67,1,25-44,M,BLACK,998413,174319,40.6451306606356,-73.94896382125884,POINT (-73.94896382125884 40.6451306606356)
276081482,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,13,1,25-44,M,WHITE HISPANIC,988663,210090,40.74332398056524,-73.98407437788978,POINT (-73.98407437788978 40.743323980565236)
276138963,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1011082,180980,40.66338431809069,-73.90328477835877,POINT (-73.90328477835877 40.66338431809069)
276135951,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,46,1,25-44,M,WHITE,1012537,253108,40.86135236106006,-73.89773676351642,POINT (-73.89773676351642 40.86135236106006)
276133563,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,47,1,25-44,M,BLACK,1022032,258607,40.87640988996682,-73.86337945760177,POINT (-73.86337945760177 40.87640988996682)
276138947,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,45-64,M,BLACK HISPANIC,1007027,245405,40.840225853367535,-73.91768268616491,POINT (-73.91768268616491 40.840225853367535)
276106502,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,17,25-44,F,BLACK,990513,213251,40.752001,-73.977392,POINT (-73.977392 40.752001)
276141802,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,52,1,25-44,F,WHITE HISPANIC,1011612,253618,40.86275507175744,-73.90107874094647,POINT (-73.90107874094647 40.86275507175744)
276145021,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,25-44,M,WHITE HISPANIC,1037559,194576,40.70058232906593,-73.80774181591707,POINT (-73.80774181591707 40.70058232906593)
276122311,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,0,45-64,M,BLACK,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276116889,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,18-24,F,WHITE HISPANIC,1037559,194576,40.70058232906593,-73.80774181591707,POINT (-73.80774181591707 40.70058232906593)
276108670,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,0,18-24,M,BLACK,987526,211899,40.74828972632445,-73.98817669911575,POINT (-73.98817669911575 40.748289726324444)
276081473,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,WHITE,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276119587,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,66,0,25-44,M,BLACK,985823,172664,40.64059922620008,-73.9943321010444,POINT (-73.9943321010444 40.64059922620008)
276133595,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,101,1,25-44,M,BLACK,1052559,159711,40.60478281508588,-73.75399789247773,POINT (-73.75399789247773 40.60478281508588)
276144999,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,79,0,18-24,M,WHITE,998241,187165,40.680390356887045,-73.94955696438568,POINT (-73.94955696438568 40.680390356887045)
276145018,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,115,1,18-24,M,BLACK,1014333,211391,40.74684483147316,-73.89143078866834,POINT (-73.89143078866834 40.74684483147316)
276145422,10/18/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,45-64,M,BLACK HISPANIC,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181)
276061316,10/17/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,<18,M,BLACK,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
276036995,10/17/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,49,1,25-44,M,BLACK,1020937,254605,40.86543025685776,-73.86736090787606,POINT (-73.86736090787606 40.86543025685776)
276061296,10/17/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,BLACK,1019779,185370,40.67540324751644,-73.87191357758088,POINT (-73.87191357758088 40.675403247516435)
