Complex_ID,Latitude,Longitude,MEAN_Median_Inc,SUM_Total_Popu,SUM_Male_Total,SUM_Female_Tot,SUM_White_Alon,SUM_Black_Alon,SUM_Hispanic_L,SUM_Non_Hispan
16,40.730328,-73.992629,175952.1818,53811,25906,27905,36466,2334,48534,5277
17,40.724329,-73.997702,128554.1538,50871,24768,26103,31365,2182,45060,5811
20,40.713282,-74.006978,124338.8889,53898,25294,28604,34419,3298,49068,4830
22,40.70722,-74.013342,148333.1429,40831,20438,20393,26405,1776,37722,3109
26,40.690635,-73.981824,130679.1818,35340,15678,19662,14939,7855,30511,4829
28,40.677316,-73.98311,163996.8571,24355,12266,12089,14841,3015,20740,3615
30,40.665414,-73.992872,110275.5556,21831,11830,10001,13279,1831,16301,5530
31,40.660397,-73.998091,76777,14225,8141,6084,8056,1378,8766,5459
32,40.655144,-74.003549,53282.625,16823,9345,7478,5876,2015,6749,10074
33,40.648939,-74.010006,65754.2,36043,18000,18043,7999,1555,13193,22850
34,40.645069,-74.014034,63245.77778,41527,20669,20858,8138,1231,18243,23284
35,40.641362,-74.017881,55791.3,36289,17385,18904,8317,826,19443,16846
36,40.634967,-74.023377,83739.15385,46125,22274,23851,23468,1275,31568,14557
37,40.629742,-74.02551,97248.44444,32006,15314,16692,19666,878,24375,7631
38,40.622687,-74.028398,95935.33333,27368,13092,14276,17680,581,21989,5379
39,40.616622,-74.030876,95991.44444,24216,11909,12307,16134,759,19775,4441
41,40.67705,-73.972367,135261.4,39099,18535,20564,26642,3270,34729,4370
42,40.661614,-73.962246,68655.5,21456,10290,11166,5196,12558,19636,1820
43,40.655292,-73.961495,77108.45455,48411,23127,25284,11155,25462,40122,8289
44,40.650527,-73.962982,84765.90909,44977,21773,23204,9821,22092,35579,9398
45,40.644031,-73.964492,98669.1,42224,20624,21600,10924,17244,34235,7989
46,40.640927,-73.963891,111091,30924,15364,15560,8683,11970,24723,6201
47,40.635082,-73.962793,92113,33229,15902,17327,11759,10050,27709,5520
48,40.62927,-73.961639,84619.25,22879,10526,12353,9547,5327,19707,3172
49,40.625039,-73.960803,80875.18182,32162,15973,16189,17515,3578,28791,3371
50,40.617618,-73.959399,67908.77778,33956,17161,16795,22011,2724,30913,3043
51,40.60867,-73.957734,70956.2,34677,17589,17088,25087,864,31688,2989
52,40.5993,-73.955929,63075.91667,36273,17914,18359,21828,1286,33066,3207
53,40.595246,-73.955161,70026.18182,33231,16787,16444,19256,1203,29818,3413
54,40.586896,-73.954155,80786.25,30898,14803,16095,19948,480,28084,2814
55,40.577621,-73.961376,43757.55556,31059,14327,16732,21347,829,27597,3462
56,40.576312,-73.968501,41148.66667,32917,14968,17949,24773,863,30444,2473
57,40.576127,-73.975939,45747.2,19452,9422,10030,15354,681,17682,1770
58,40.577422,-73.981233,42010.75,17450,7921,9529,6036,4994,13122,4328
59,40.646292,-73.994324,56536.25,19966,10188,9778,5234,337,12903,7063
60,40.640914,-73.994304,64194.72727,43490,22568,20922,23630,860,33567,9923
61,40.63626,-73.994791,52815.33333,62029,31059,30970,47972,833,55530,6499
62,40.631435,-73.995476,52309.72727,45523,23206,22317,35602,247,41505,4018
64,40.619589,-73.998864,68408.09091,37065,19270,17795,12106,645,29234,7831
65,40.613501,-74.00061,70523.16667,37745,18731,19014,14546,275,31513,6232
66,40.607954,-74.001736,68405.63636,37073,18526,18547,14764,431,29298,7775
67,40.604556,-73.998168,64359.75,42291,20989,21302,17992,1277,34632,7659
68,40.601875,-73.993728,62640.9,39367,18991,20376,15844,840,32590,6777
69,40.597704,-73.986829,74305.44444,33232,15974,17258,11826,523,27982,5250
70,40.588841,-73.983765,65521.14286,23474,11008,12466,7087,3170,18874,4600
71,40.635064,-74.011719,57201.33333,34463,16739,17724,4270,435,26264,8199
72,40.631386,-74.005351,60296.09091,30351,16014,14337,9594,312,26308,4043
74,40.620671,-73.990414,72026.9,31022,15786,15236,13943,431,26287,4735
75,40.61741,-73.985026,66990.22222,30388,15251,15137,14535,531,25481,4907
76,40.611815,-73.981848,71513.75,44199,22129,22070,18143,602,36480,7719
77,40.603923,-73.980353,80868.3,34508,16621,17887,14102,473,29792,4716
78,40.597473,-73.979137,78818.375,22632,10534,12098,7894,255,19684,2948
79,40.592721,-73.97823,64064.42857,23107,10366,12741,8247,3009,19718,3389
80,40.700492,-73.828294,88551,26962,13868,13094,8059,2712,17775,9187
81,40.697418,-73.836345,91393.44444,21242,10624,10618,4913,1950,13080,8162
82,40.695178,-73.84433,86004.5,20493,10331,10162,4429,866,10122,10371
83,40.693879,-73.851576,85339.84615,34212,17652,16560,8131,1622,15687,18525
84,40.692435,-73.86001,77352.77778,29472,14932,14540,5557,1961,12341,17131
85,40.691324,-73.867139,64409.25,23203,11742,11461,3891,1922,7885,15318
86,40.689941,-73.87255,65900.125,24479,12187,12292,5099,3522,7526,16953
87,40.683194,-73.873785,65640.6,35625,18154,17471,5657,8908,15623,20002
88,40.68141,-73.880039,53518,31493,15268,16225,4483,9106,13745,17748
89,40.679947,-73.884639,54956.5,34367,15911,18456,4927,10235,12699,21668
90,40.678024,-73.891688,48626.77778,23579,11451,12128,3351,9289,9596,13983
91,40.676992,-73.898654,51971.22222,23192,10759,12433,3503,10050,10739,12453
93,40.682893,-73.910456,74717.375,29315,13643,15672,6826,14536,21621,7694
94,40.68637,-73.916559,81436.09091,46380,21176,25204,9863,24550,34663,11717
95,40.68963,-73.92227,76194.41667,50398,22907,27491,10512,23040,35840,14558
96,40.693342,-73.928814,89789.54545,42799,20290,22509,11304,16272,30228,12571
97,40.697207,-73.935657,74112.1,35389,16856,18533,9007,11449,21077,14312
98,40.70026,-73.941126,66438.84615,47472,22140,25332,15847,11174,27440,20032
99,40.703869,-73.947408,64591.72727,48375,24059,24316,26959,3783,32424,15951
100,40.70687,-73.953431,58047.11111,45236,22412,22824,28513,2213,32840,12396
101,40.708359,-73.957757,96845.63636,59710,29274,30436,39055,2788,43817,15893
103,40.72028,-73.993915,89467,41428,20288,21140,18527,1902,36439,4989
107,40.706476,-74.011056,166011.7143,42648,19992,22656,26541,2101,39375,3273
108,40.711396,-73.889601,58514.16667,10206,4991,5215,5696,266,6063,4143
109,40.706186,-73.895877,85895.57143,25129,12534,12595,13577,715,14919,10210
110,40.704423,-73.903077,91660.1,42320,20504,21816,21804,1715,24029,18291
111,40.702762,-73.90774,85639.91667,50845,25490,25355,21090,2865,23634,27211
113,40.698664,-73.919711,76642.54545,46117,21897,24220,12272,7524,20236,25881
114,40.697857,-73.927397,91304.6,39632,19138,20494,13075,6261,20566,19066
118,40.732849,-73.986122,160470.5455,73416,35643,37773,50267,3555,65453,7963
119,40.730953,-73.981628,130799.3,74268,36444,37824,51487,3483,64496,9772
120,40.717304,-73.956872,164200,46646,23043,23603,27451,2575,33988,12658
122,40.714565,-73.944053,112289.7273,36385,17558,18827,18897,4679,24537,11848
123,40.711926,-73.94067,104122.4,32359,15309,17050,15635,4641,20614,11745
124,40.707739,-73.93985,71843.5,29754,13066,16688,10257,5560,16021,13733
125,40.706152,-73.933147,78204.83333,16680,9409,7271,6895,1623,9184,7496
126,40.706607,-73.922913,71311.375,26135,13191,12944,10354,2591,13951,12184
127,40.703811,-73.918425,79454.75,32327,15752,16575,12383,2616,15507,16820
129,40.695602,-73.904084,80234.6,30427,15273,15154,8500,3652,11446,18981
130,40.688764,-73.904046,60901.5,20911,10108,10803,5741,5413,11175,9736
131,40.682829,-73.905249,51668.5,14259,7083,7176,3557,6907,9606,4653
133,40.675345,-73.903097,50699.44444,31918,14206,17712,3441,17390,19003,12915
134,40.669367,-73.901975,33788.75,35506,13784,21722,2712,21915,23172,12334
135,40.664038,-73.900571,39861.66667,36315,14929,21386,2161,24813,25553,10762
136,40.658733,-73.899232,56750.5,26510,11339,15171,1341,19246,20713,5797
137,40.650573,-73.899485,78412.8,13630,5757,7873,651,10440,11673,1957
138,40.646654,-73.90185,78259.22222,22878,9841,13037,1186,16888,19709,3169
