ARREST_DATE,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,PERP_RACE,Latitude_x,Longitude_x,station_complex_id,Latitude_y,Longitude_y,MEAN_Median_Inc,SUM_Total_Popu,SUM_Male_Total,SUM_Female_Tot,SUM_White_Alon,SUM_Black_Alon,SUM_Hispanic_L,SUM_Non_Hispan
11/08/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/08/2023,K,72,25-44,M,BLACK,40.64478976074851,-74.01432378475148,34.0,40.645069,-74.014034,63245.77778,41527,20669,20858,8138,1231,18243,23284
11/08/2023,B,40,18-24,F,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/08/2023,K,72,25-44,M,WHITE HISPANIC,40.64478976074851,-74.01432378475148,34.0,40.645069,-74.014034,63245.77778,41527,20669,20858,8138,1231,18243,23284
11/08/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
11/08/2023,M,34,45-64,M,BLACK,40.8493211716269,-73.933730872472,301.0,40.849505,-73.933596,65255.4,69008,34733,34275,20331,5240,22456,46552
11/07/2023,B,40,45-64,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/07/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
11/07/2023,K,75,25-44,M,WHITE,40.663807310453066,-73.90041498507392,135.0,40.664038,-73.900571,39861.66667,36315,14929,21386,2161,24813,25553,10762
11/07/2023,B,40,25-44,M,WHITE HISPANIC,40.80755382044926,-73.91921496573,376.0,40.807566,-73.91924,29054.1,41018,18790,22228,4561,12170,12031,28987
11/07/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
11/07/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/07/2023,M,14,18-24,M,WHITE HISPANIC,40.74978831616354,-73.98776859948752,607.0,40.749643,-73.9878865,146756.3333,22857,10598,12259,13190,1773,20295,2562
11/07/2023,B,40,25-44,M,BLACK,40.80755382044926,-73.91921496573,376.0,40.807566,-73.91924,29054.1,41018,18790,22228,4561,12170,12031,28987
11/07/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0,40.840075,-73.917791,42212.90909,60745,28840,31905,6977,18387,18482,42263
11/06/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
11/06/2023,B,40,25-44,M,ASIAN / PACIFIC ISLANDER,40.819693764479865,-73.90160159492376,432.0,40.819585,-73.90177,36189.83333,62191,28443,33748,6198,18341,18300,43891
11/06/2023,M,28,45-64,F,BLACK,40.80777234464976,-73.94548329252599,439.0,40.807754,-73.945495,68204.0,45838,21538,24300,12275,21951,37688,8150
11/06/2023,M,14,25-44,M,WHITE HISPANIC,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
11/06/2023,K,72,45-64,M,WHITE HISPANIC,40.649269733841365,-74.00966514972481,33.0,40.648939,-74.010006,65754.2,36043,18000,18043,7999,1555,13193,22850
11/05/2023,Q,115,18-24,M,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0,40.749865,-73.8627,76180.125,52306,27507,24799,7354,1545,7089,45217
11/05/2023,Q,115,18-24,F,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0,40.749865,-73.8627,76180.125,52306,27507,24799,7354,1545,7089,45217
11/05/2023,Q,109,18-24,M,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0,40.7596,-73.83003,55145.0,34659,15689,18970,2661,1004,29897,4762
11/05/2023,B,44,18-24,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
11/05/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
11/05/2023,M,34,25-44,M,WHITE HISPANIC,40.85555717320811,-73.92916990035032,300.0,40.855225,-73.929412,58212.28571,42177,21087,21090,11050,3573,12468,29709
11/04/2023,Q,109,18-24,M,BLACK,40.759569525960025,-73.83013930521312,447.0,40.7596,-73.83003,55145.0,34659,15689,18970,2661,1004,29897,4762
11/04/2023,Q,110,25-44,M,BLACK,40.74681219683057,-73.8917520418653,616.0,40.746746,-73.891366,75433.0,61482,30841,30641,16282,1388,38934,22548
11/04/2023,K,78,25-44,M,WHITE HISPANIC,40.67035772942524,-73.98871321711381,608.0,40.6705595,-73.9890405,137320.2222,20812,10549,10263,13341,1234,16536,4276
11/04/2023,B,40,65+,M,WHITE,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/04/2023,Q,110,25-44,M,WHITE HISPANIC,40.74664168277901,-73.89139142095587,616.0,40.746746,-73.891366,75433.0,61482,30841,30641,16282,1388,38934,22548
11/04/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/04/2023,Q,115,25-44,M,BLACK HISPANIC,40.74986910551557,-73.86272585671628,450.0,40.749865,-73.8627,76180.125,52306,27507,24799,7354,1545,7089,45217
11/04/2023,K,72,25-44,M,WHITE,40.66047157556889,-73.99801402245733,31.0,40.660397,-73.998091,76777.0,14225,8141,6084,8056,1378,8766,5459
11/04/2023,B,42,25-44,M,BLACK,40.83013694129822,-73.89187665421248,429.0,40.829993,-73.891865,40777.22222,37275,17996,19279,2965,15664,14553,22722
11/04/2023,M,5,25-44,M,WHITE HISPANIC,40.72032113840748,-73.99404032468442,103.0,40.72028,-73.993915,89467.0,41428,20288,21140,18527,1902,36439,4989
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/03/2023,B,44,18-24,M,BLACK,40.840225853367535,-73.91768268616491,387.0,40.840075,-73.917791,42212.90909,60745,28840,31905,6977,18387,18482,42263
11/03/2023,B,40,18-24,M,BLACK HISPANIC,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/03/2023,K,68,45-64,M,WHITE HISPANIC,40.63461607023264,-74.02351985217781,36.0,40.634967,-74.023377,83739.15385,46125,22274,23851,23468,1275,31568,14557
11/03/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/03/2023,M,14,18-24,M,BLACK,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
11/03/2023,K,83,45-64,M,WHITE,40.69993783385083,-73.91180788979794,630.0,40.699622,-73.9119855,85993.0,43780,21332,22448,13941,4474,19332,24448
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/03/2023,K,78,18-24,M,BLACK,40.68405249798437,-73.97745785403545,617.0,40.68416167,-73.97778867,161011.8182,37731,17418,20313,18302,7499,31710,6021
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/03/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0,40.8183925,-73.9270345,38380.0,30992,14239,16753,4767,13928,13726,17266
11/02/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
11/02/2023,B,40,25-44,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/02/2023,B,46,25-44,M,BLACK,40.848639432663525,-73.91167941229558,385.0,40.84848,-73.911794,39183.66667,53523,23994,29529,5587,19104,19836,33687
11/02/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/02/2023,Q,115,25-44,M,WHITE HISPANIC,40.74684483147316,-73.89143078866834,616.0,40.746746,-73.891366,75433.0,61482,30841,30641,16282,1388,38934,22548
11/02/2023,B,40,25-44,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
11/02/2023,K,71,25-44,M,BLACK,40.65709573262754,-73.95024855137949,355.0,40.656652,-73.9502,76197.66667,34557,15110,19447,5444,23746,31473,3084
11/02/2023,B,44,25-44,M,WHITE HISPANIC,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
11/02/2023,S,120,18-24,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/02/2023,B,43,25-44,M,BLACK HISPANIC,40.82950189782912,-73.87460889175321,368.0,40.829521,-73.874516,39911.1,45225,22240,22985,2381,13372,15081,30144
11/02/2023,B,46,45-64,M,BLACK HISPANIC,40.848639432663525,-73.91167941229558,385.0,40.84848,-73.911794,39183.66667,53523,23994,29529,5587,19104,19836,33687
11/01/2023,K,78,25-44,M,BLACK,40.67035772942524,-73.98871321711381,608.0,40.6705595,-73.9890405,137320.2222,20812,10549,10263,13341,1234,16536,4276
11/01/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0,40.8183925,-73.9270345,38380.0,30992,14239,16753,4767,13928,13726,17266
11/01/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/01/2023,B,41,25-44,M,WHITE,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
11/01/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
11/01/2023,B,44,25-44,M,BLACK HISPANIC,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
11/01/2023,B,41,45-64,M,BLACK HISPANIC,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
11/01/2023,K,70,25-44,M,WHITE HISPANIC,40.62528214117183,-73.96046710056453,49.0,40.625039,-73.960803,80875.18182,32162,15973,16189,17515,3578,28791,3371
11/01/2023,M,14,25-44,M,BLACK,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
11/01/2023,M,14,45-64,M,BLACK HISPANIC,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
11/01/2023,B,44,25-44,M,BLACK HISPANIC,40.840225853367535,-73.91768268616491,387.0,40.840075,-73.917791,42212.90909,60745,28840,31905,6977,18387,18482,42263
10/31/2023,Q,109,18-24,M,ASIAN / PACIFIC ISLANDER,40.759569525960025,-73.83013930521312,447.0,40.7596,-73.83003,55145.0,34659,15689,18970,2661,1004,29897,4762
10/31/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/31/2023,B,41,18-24,M,BLACK,40.812125995016096,-73.90418129247784,373.0,40.812118,-73.904098,28099.2,34062,15948,18114,2745,11233,10368,23694
10/31/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/31/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0,40.68416167,-73.97778867,161011.8182,37731,17418,20313,18302,7499,31710,6021
10/31/2023,B,41,25-44,M,BLACK,40.812125995016096,-73.90418129247784,373.0,40.812118,-73.904098,28099.2,34062,15948,18114,2745,11233,10368,23694
10/31/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
10/31/2023,B,41,25-44,M,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/31/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0,40.840075,-73.917791,42212.90909,60745,28840,31905,6977,18387,18482,42263
10/31/2023,B,52,25-44,M,BLACK,40.86275507175744,-73.90107874094647,382.0,40.862803,-73.901034,44405.4,57075,27968,29107,4521,11096,10938,46137
10/30/2023,K,81,25-44,M,BLACK,40.68949041325844,-73.922069633838,95.0,40.68963,-73.92227,76194.41667,50398,22907,27491,10512,23040,35840,14558
10/30/2023,M,14,25-44,M,BLACK HISPANIC,40.752001,-73.977392,610.0,40.751992,-73.97735933,126234.2222,35073,16174,18899,21221,1556,31864,3209
10/30/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
10/30/2023,K,75,25-44,M,WHITE HISPANIC,40.67540324751644,-73.87191357758088,188.0,40.675377,-73.872106,63321.22222,36142,17464,18678,2519,15696,25910,10232
10/30/2023,B,43,45-64,M,BLACK,40.83162357138756,-73.86725846399717,367.0,40.831509,-73.867618,45701.54545,53275,27029,26246,4571,13906,22423,30852
10/30/2023,M,33,18-24,M,BLACK,40.84095296978001,-73.93947116181074,605.0,40.8406375,-73.939847,50700.4,63754,30709,33045,12996,6803,18680,45074
10/30/2023,K,78,25-44,M,BLACK,40.67740561711505,-73.98304820765676,28.0,40.677316,-73.98311,163996.8571,24355,12266,12089,14841,3015,20740,3615
10/30/2023,B,40,25-44,M,BLACK HISPANIC,40.80755382044926,-73.91921496573,376.0,40.807566,-73.91924,29054.1,41018,18790,22228,4561,12170,12031,28987
10/29/2023,M,25,25-44,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,45-64,F,WHITE,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,45-64,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,B,41,25-44,M,BLACK,40.812125995016096,-73.90418129247784,373.0,40.812118,-73.904098,28099.2,34062,15948,18114,2745,11233,10368,23694
10/29/2023,B,47,45-64,M,BLACK,40.90348104720813,-73.85034060870207,416.0,40.903125,-73.85062,74399.0,17611,8685,8926,1052,11722,13798,3813
10/29/2023,Q,115,18-24,M,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0,40.749865,-73.8627,76180.125,52306,27507,24799,7354,1545,7089,45217
10/29/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,25-44,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/29/2023,M,25,65+,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/28/2023,M,25,45-64,F,BLACK HISPANIC,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/28/2023,M,25,25-44,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,K,75,25-44,M,BLACK,40.67803108551081,-73.89167260564398,90.0,40.678024,-73.891688,48626.77778,23579,11451,12128,3351,9289,9596,13983
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,Q,107,25-44,M,BLACK,40.70771584228227,-73.8027870320592,256.0,40.707564,-73.803326,72094.9,44494,22446,22048,4095,6938,29916,14578
10/27/2023,M,14,18-24,M,BLACK,40.752001,-73.977392,610.0,40.751992,-73.97735933,126234.2222,35073,16174,18899,21221,1556,31864,3209
10/27/2023,B,40,45-64,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,M,25,18-24,F,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,B,41,<18,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/27/2023,Q,115,18-24,M,WHITE HISPANIC,40.74684483147316,-73.89143078866834,616.0,40.746746,-73.891366,75433.0,61482,30841,30641,16282,1388,38934,22548
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0,40.643748,-74.073643,67443.0,9394,4439,4955,3064,3812,6705,2689
10/27/2023,M,25,25-44,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/27/2023,Q,109,25-44,M,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0,40.7596,-73.83003,55145.0,34659,15689,18970,2661,1004,29897,4762
10/27/2023,B,41,45-64,M,BLACK,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/27/2023,B,40,25-44,F,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/26/2023,Q,110,18-24,M,BLACK,40.74681219683057,-73.8917520418653,616.0,40.746746,-73.891366,75433.0,61482,30841,30641,16282,1388,38934,22548
10/26/2023,B,41,25-44,F,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/26/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0,40.68416167,-73.97778867,161011.8182,37731,17418,20313,18302,7499,31710,6021
10/26/2023,Q,103,25-44,M,BLACK,40.70058232906593,-73.80774181591707,279.0,40.700486,-73.807969,55716.16667,24414,12596,11818,1920,4725,14018,10396
10/26/2023,K,77,25-44,M,BLACK HISPANIC,40.66986455425322,-73.9505021789545,343.0,40.669847,-73.950466,88907.25,48144,22522,25622,16992,22846,42958,5186
10/26/2023,Q,107,18-24,M,WHITE HISPANIC,40.70771584228227,-73.8027870320592,256.0,40.707564,-73.803326,72094.9,44494,22446,22048,4095,6938,29916,14578
10/26/2023,M,18,25-44,M,WHITE,40.768407909886974,-73.9820430818357,614.0,40.7682715,-73.9818325,137231.75,42841,22477,20364,28035,1784,37523,5318
10/26/2023,Q,107,18-24,F,WHITE HISPANIC,40.70771584228227,-73.8027870320592,256.0,40.707564,-73.803326,72094.9,44494,22446,22048,4095,6938,29916,14578
10/26/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/26/2023,M,14,18-24,M,BLACK,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
10/26/2023,M,5,65+,M,ASIAN / PACIFIC ISLANDER,40.71843015224279,-74.00053029504515,623.0,40.71870125,-74.00058,83667.0,42172,20260,21912,22630,1483,38890,3282
10/26/2023,M,14,18-24,F,BLACK,40.75219043401121,-73.99346359839569,164.0,40.752287,-73.993391,128010.7778,23044,11048,11996,12059,2326,19597,3447
10/25/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/25/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
10/25/2023,K,72,25-44,M,WHITE HISPANIC,40.641435145615965,-74.01781464949576,35.0,40.641362,-74.017881,55791.3,36289,17385,18904,8317,826,19443,16846
10/25/2023,M,26,18-24,M,BLACK,40.8107644899635,-73.952590152183,153.0,40.811109,-73.952343,55264.83333,56836,27838,28998,14533,23322,40869,15967
10/25/2023,B,52,45-64,M,BLACK HISPANIC,40.86747548737554,-73.8974019488641,381.0,40.86776,-73.897174,47518.07692,59573,29422,30151,6112,11414,13812,45761
10/25/2023,K,72,18-24,M,BLACK HISPANIC,40.649269733841365,-74.00966514972481,33.0,40.648939,-74.010006,65754.2,36043,18000,18043,7999,1555,13193,22850
10/25/2023,B,44,18-24,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
10/25/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/25/2023,M,14,18-24,F,BLACK,40.752001,-73.977392,610.0,40.751992,-73.97735933,126234.2222,35073,16174,18899,21221,1556,31864,3209
10/25/2023,K,60,25-44,M,BLACK,40.57630372417229,-73.96853078385234,56.0,40.576312,-73.968501,41148.66667,32917,14968,17949,24773,863,30444,2473
10/25/2023,B,41,25-44,M,BLACK,40.82211871477908,-73.89687933622004,431.0,40.822181,-73.896736,38044.75,54822,25318,29504,4511,16262,16282,38540
10/25/2023,B,40,25-44,M,WHITE,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/24/2023,M,13,18-24,F,BLACK,40.74018427922352,-73.986362997997,405.0,40.739864,-73.986599,176921.1,60407,28990,31417,39826,4033,55036,5371
10/24/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
10/24/2023,Q,108,18-24,M,WHITE HISPANIC,40.745595642202254,-73.90338918538404,456.0,40.74563,-73.902984,80186.11111,36526,17431,19095,10579,435,23918,12608
10/24/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
10/24/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/24/2023,B,41,18-24,M,BLACK,40.82211871477908,-73.89687933622004,431.0,40.822181,-73.896736,38044.75,54822,25318,29504,4511,16262,16282,38540
10/23/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0,40.816109,-73.917757,23556.1,49651,22350,27301,6035,18823,17113,32538
10/22/2023,B,43,25-44,M,WHITE HISPANIC,40.82858179824758,-73.87917076783575,369.0,40.828584,-73.879159,41056.83333,50836,24600,26236,2550,17267,18339,32497
10/22/2023,B,41,25-44,M,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0,40.824073,-73.893064,40796.45455,44859,21358,23501,3634,13459,12935,31924
10/22/2023,M,28,18-24,M,ASIAN / PACIFIC ISLANDER,40.80777234464976,-73.94548329252599,439.0,40.807754,-73.945495,68204.0,45838,21538,24300,12275,21951,37688,8150
10/22/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0,40.8183925,-73.9270345,38380.0,30992,14239,16753,4767,13928,13726,17266
10/21/2023,B,41,18-24,F,BLACK,40.812125995016096,-73.90418129247784,373.0,40.812118,-73.904098,28099.2,34062,15948,18114,2745,11233,10368,23694
10/21/2023,M,25,18-24,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,M,25,45-64,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0,40.8183925,-73.9270345,38380.0,30992,14239,16753,4767,13928,13726,17266
10/21/2023,K,73,25-44,M,BLACK,40.6625545044738,-73.90891970492359,348.0,40.662549,-73.908946,37518.3,39762,16988,22774,2729,26723,30036,9726
10/21/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,M,25,18-24,F,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,Q,112,45-64,M,BLACK,40.71444186185788,-73.8312571230394,259.0,40.714441,-73.831008,92909.45455,30992,14581,16411,14035,2216,24406,6586
10/21/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/21/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0,40.804138,-73.937594,48003.66667,29277,13802,15475,5318,11856,16930,12347
10/20/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0,40.8279495,-73.925741,48184.75,36512,17698,18814,5317,16733,18786,17726
10/20/2023,M,33,25-44,M,BLACK,40.84095296978001,-73.93947116181074,605.0,40.8406375,-73.939847,50700.4,63754,30709,33045,12996,6803,18680,45074
10/20/2023,K,66,25-44,M,BLACK,40.64059922620008,-73.9943321010444,60.0,40.640914,-73.994304,64194.72727,43490,22568,20922,23630,860,33567,9923
