ARREST_DATE,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,PERP_RACE,Latitude,Longitude,station_complex_id
11/09/2023,K,83,25-44,M,BLACK,40.69698630037214,-73.93522383122014,97.0
11/09/2023,K,78,25-44,M,BLACK,40.67035772942524,-73.98871321711381,608.0
11/09/2023,S,120,18-24,M,BLACK,40.643566,-74.074001,501.0
11/09/2023,B,40,18-24,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,B,52,45-64,M,WHITE HISPANIC,40.86275507175744,-73.90107874094647,382.0
11/09/2023,B,46,25-44,M,WHITE,40.848639432663525,-73.91167941229558,385.0
11/09/2023,Q,115,25-44,M,BLACK HISPANIC,40.74684483147316,-73.89143078866834,616.0
11/09/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,K,72,25-44,M,BLACK,40.64478976074851,-74.01432378475148,34.0
11/09/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,B,40,45-64,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,K,70,25-44,M,WHITE HISPANIC,40.632885598179925,-73.94769778544028,359.0
11/09/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/09/2023,K,72,25-44,M,WHITE HISPANIC,40.641435145615965,-74.01781464949576,35.0
11/08/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/08/2023,B,44,25-44,M,WHITE HISPANIC,40.82781161940969,-73.92592932593037,604.0
11/08/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0
11/08/2023,K,72,25-44,M,BLACK,40.64478976074851,-74.01432378475148,34.0
11/08/2023,B,40,18-24,F,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0
11/08/2023,K,72,25-44,M,WHITE HISPANIC,40.64478976074851,-74.01432378475148,34.0
11/08/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
11/08/2023,M,34,45-64,M,BLACK,40.8493211716269,-73.933730872472,301.0
11/07/2023,B,40,45-64,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0
11/07/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
11/07/2023,K,75,25-44,M,WHITE,40.663807310453066,-73.90041498507392,135.0
11/07/2023,B,40,25-44,M,WHITE HISPANIC,40.80755382044926,-73.91921496573,376.0
11/07/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
11/07/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0
11/07/2023,M,14,18-24,M,WHITE HISPANIC,40.74978831616354,-73.98776859948752,607.0
11/07/2023,B,40,25-44,M,BLACK,40.80755382044926,-73.91921496573,376.0
11/07/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0
11/06/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
11/06/2023,B,40,25-44,M,ASIAN / PACIFIC ISLANDER,40.819693764479865,-73.90160159492376,432.0
11/06/2023,M,28,45-64,F,BLACK,40.80777234464976,-73.94548329252599,439.0
11/06/2023,M,14,25-44,M,WHITE HISPANIC,40.75219043401121,-73.99346359839569,164.0
11/06/2023,K,72,45-64,M,WHITE HISPANIC,40.649269733841365,-74.00966514972481,33.0
11/05/2023,Q,115,18-24,M,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0
11/05/2023,Q,115,18-24,F,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0
11/05/2023,Q,109,18-24,M,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0
11/05/2023,B,44,18-24,M,BLACK,40.82781161940969,-73.92592932593037,604.0
11/05/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0
11/05/2023,M,34,25-44,M,WHITE HISPANIC,40.85555717320811,-73.92916990035032,300.0
11/04/2023,Q,109,18-24,M,BLACK,40.759569525960025,-73.83013930521312,447.0
11/04/2023,Q,110,25-44,M,BLACK,40.74681219683057,-73.8917520418653,616.0
11/04/2023,K,78,25-44,M,WHITE HISPANIC,40.67035772942524,-73.98871321711381,608.0
11/04/2023,B,40,65+,M,WHITE,40.81606683945181,-73.91764392674679,434.0
11/04/2023,Q,110,25-44,M,WHITE HISPANIC,40.74664168277901,-73.89139142095587,616.0
11/04/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/04/2023,Q,115,25-44,M,BLACK HISPANIC,40.74986910551557,-73.86272585671628,450.0
11/04/2023,K,72,25-44,M,WHITE,40.66047157556889,-73.99801402245733,31.0
11/04/2023,B,42,25-44,M,BLACK,40.83013694129822,-73.89187665421248,429.0
11/04/2023,M,5,25-44,M,WHITE HISPANIC,40.72032113840748,-73.99404032468442,103.0
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/03/2023,B,44,18-24,M,BLACK,40.840225853367535,-73.91768268616491,387.0
11/03/2023,B,40,18-24,M,BLACK HISPANIC,40.81606683945181,-73.91764392674679,434.0
11/03/2023,K,68,45-64,M,WHITE HISPANIC,40.63461607023264,-74.02351985217781,36.0
11/03/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0
11/03/2023,M,14,18-24,M,BLACK,40.75219043401121,-73.99346359839569,164.0
11/03/2023,K,83,45-64,M,WHITE,40.69993783385083,-73.91180788979794,630.0
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/03/2023,K,78,18-24,M,BLACK,40.68405249798437,-73.97745785403545,617.0
11/03/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/03/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0
11/02/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
11/02/2023,B,40,25-44,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0
11/02/2023,B,46,25-44,M,BLACK,40.848639432663525,-73.91167941229558,385.0
11/02/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
11/02/2023,Q,115,25-44,M,WHITE HISPANIC,40.74684483147316,-73.89143078866834,616.0
11/02/2023,B,40,25-44,M,WHITE HISPANIC,40.81606683945181,-73.91764392674679,434.0
11/02/2023,K,71,25-44,M,BLACK,40.65709573262754,-73.95024855137949,355.0
11/02/2023,B,44,25-44,M,WHITE HISPANIC,40.82781161940969,-73.92592932593037,604.0
11/02/2023,S,120,18-24,M,BLACK,40.643566,-74.074001,501.0
11/02/2023,B,43,25-44,M,BLACK HISPANIC,40.82950189782912,-73.87460889175321,368.0
11/02/2023,B,46,45-64,M,BLACK HISPANIC,40.848639432663525,-73.91167941229558,385.0
11/01/2023,K,78,25-44,M,BLACK,40.67035772942524,-73.98871321711381,608.0
11/01/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0
11/01/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0
11/01/2023,B,41,25-44,M,WHITE,40.82413799033059,-73.89294867750611,430.0
11/01/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0
11/01/2023,B,44,25-44,M,BLACK HISPANIC,40.82781161940969,-73.92592932593037,604.0
11/01/2023,B,41,45-64,M,BLACK HISPANIC,40.82413799033059,-73.89294867750611,430.0
11/01/2023,K,70,25-44,M,WHITE HISPANIC,40.62528214117183,-73.96046710056453,49.0
11/01/2023,M,14,25-44,M,BLACK,40.75219043401121,-73.99346359839569,164.0
11/01/2023,M,14,45-64,M,BLACK HISPANIC,40.75219043401121,-73.99346359839569,164.0
11/01/2023,B,44,25-44,M,BLACK HISPANIC,40.840225853367535,-73.91768268616491,387.0
10/31/2023,Q,109,18-24,M,ASIAN / PACIFIC ISLANDER,40.759569525960025,-73.83013930521312,447.0
10/31/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/31/2023,B,41,18-24,M,BLACK,40.812125995016096,-73.90418129247784,373.0
10/31/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/31/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/31/2023,B,41,25-44,M,BLACK,40.812125995016096,-73.90418129247784,373.0
10/31/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0
10/31/2023,B,41,25-44,M,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0
10/31/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/31/2023,B,52,25-44,M,BLACK,40.86275507175744,-73.90107874094647,382.0
10/30/2023,K,81,25-44,M,BLACK,40.68949041325844,-73.922069633838,95.0
10/30/2023,M,14,25-44,M,BLACK HISPANIC,40.752001,-73.977392,610.0
10/30/2023,S,120,45-64,M,BLACK,40.643566,-74.074001,501.0
10/30/2023,K,75,25-44,M,WHITE HISPANIC,40.67540324751644,-73.87191357758088,188.0
10/30/2023,B,43,45-64,M,BLACK,40.83162357138756,-73.86725846399717,367.0
10/30/2023,M,33,18-24,M,BLACK,40.84095296978001,-73.93947116181074,605.0
10/30/2023,K,78,25-44,M,BLACK,40.67740561711505,-73.98304820765676,28.0
10/30/2023,B,40,25-44,M,BLACK HISPANIC,40.80755382044926,-73.91921496573,376.0
10/29/2023,M,25,25-44,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,45-64,F,WHITE,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,45-64,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/29/2023,B,41,25-44,M,BLACK,40.812125995016096,-73.90418129247784,373.0
10/29/2023,B,47,45-64,M,BLACK,40.90348104720813,-73.85034060870207,416.0
10/29/2023,Q,115,18-24,M,WHITE HISPANIC,40.74986910551557,-73.86272585671628,450.0
10/29/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,25-44,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/29/2023,M,25,65+,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/28/2023,M,25,45-64,F,BLACK HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/28/2023,M,25,25-44,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/27/2023,K,75,25-44,M,BLACK,40.67803108551081,-73.89167260564398,90.0
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/27/2023,Q,107,25-44,M,BLACK,40.70771584228227,-73.8027870320592,256.0
10/27/2023,M,14,18-24,M,BLACK,40.752001,-73.977392,610.0
10/27/2023,B,40,45-64,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/27/2023,M,25,18-24,F,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/27/2023,B,41,<18,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/27/2023,Q,115,18-24,M,WHITE HISPANIC,40.74684483147316,-73.89143078866834,616.0
10/27/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/27/2023,S,120,25-44,M,BLACK,40.643566,-74.074001,501.0
10/27/2023,M,25,25-44,M,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/27/2023,Q,109,25-44,M,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0
10/27/2023,B,41,45-64,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/27/2023,B,40,25-44,F,BLACK,40.81606683945181,-73.91764392674679,434.0
10/26/2023,Q,110,18-24,M,BLACK,40.74681219683057,-73.8917520418653,616.0
10/26/2023,B,41,25-44,F,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0
10/26/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/26/2023,Q,103,25-44,M,BLACK,40.70058232906593,-73.80774181591707,279.0
10/26/2023,K,77,25-44,M,BLACK HISPANIC,40.66986455425322,-73.9505021789545,343.0
10/26/2023,Q,107,18-24,M,WHITE HISPANIC,40.70771584228227,-73.8027870320592,256.0
10/26/2023,M,18,25-44,M,WHITE,40.768407909886974,-73.9820430818357,614.0
10/26/2023,Q,107,18-24,F,WHITE HISPANIC,40.70771584228227,-73.8027870320592,256.0
10/26/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/26/2023,M,14,18-24,M,BLACK,40.75219043401121,-73.99346359839569,164.0
10/26/2023,M,5,65+,M,ASIAN / PACIFIC ISLANDER,40.71843015224279,-74.00053029504515,623.0
10/26/2023,M,14,18-24,F,BLACK,40.75219043401121,-73.99346359839569,164.0
10/25/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/25/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/25/2023,K,72,25-44,M,WHITE HISPANIC,40.641435145615965,-74.01781464949576,35.0
10/25/2023,M,26,18-24,M,BLACK,40.8107644899635,-73.952590152183,153.0
10/25/2023,B,52,45-64,M,BLACK HISPANIC,40.86747548737554,-73.8974019488641,381.0
10/25/2023,K,72,18-24,M,BLACK HISPANIC,40.649269733841365,-74.00966514972481,33.0
10/25/2023,B,44,18-24,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/25/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/25/2023,M,14,18-24,F,BLACK,40.752001,-73.977392,610.0
10/25/2023,K,60,25-44,M,BLACK,40.57630372417229,-73.96853078385234,56.0
10/25/2023,B,41,25-44,M,BLACK,40.82211871477908,-73.89687933622004,431.0
10/25/2023,B,40,25-44,M,WHITE,40.81606683945181,-73.91764392674679,434.0
10/24/2023,M,13,18-24,F,BLACK,40.74018427922352,-73.986362997997,405.0
10/24/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/24/2023,Q,108,18-24,M,WHITE HISPANIC,40.745595642202254,-73.90338918538404,456.0
10/24/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/24/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/24/2023,B,41,18-24,M,BLACK,40.82211871477908,-73.89687933622004,431.0
10/23/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/22/2023,B,43,25-44,M,WHITE HISPANIC,40.82858179824758,-73.87917076783575,369.0
10/22/2023,B,41,25-44,M,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0
10/22/2023,M,28,18-24,M,ASIAN / PACIFIC ISLANDER,40.80777234464976,-73.94548329252599,439.0
10/22/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0
10/21/2023,B,41,18-24,F,BLACK,40.812125995016096,-73.90418129247784,373.0
10/21/2023,M,25,18-24,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,M,25,45-64,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0
10/21/2023,K,73,25-44,M,BLACK,40.6625545044738,-73.90891970492359,348.0
10/21/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,M,25,18-24,F,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,Q,112,45-64,M,BLACK,40.71444186185788,-73.8312571230394,259.0
10/21/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/21/2023,M,25,18-24,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/20/2023,M,33,25-44,M,BLACK,40.84095296978001,-73.93947116181074,605.0
10/20/2023,K,66,25-44,M,BLACK,40.64059922620008,-73.9943321010444,60.0
10/20/2023,M,25,25-44,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,B,40,25-44,M,WHITE HISPANIC,40.81630661102542,-73.90804814859399,433.0
10/20/2023,M,26,25-44,M,BLACK,40.8107644899635,-73.952590152183,153.0
10/20/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,B,41,25-44,M,BLACK,40.82211871477908,-73.89687933622004,431.0
10/20/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/20/2023,M,25,65+,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,M,25,25-44,M,UNKNOWN,40.804375769710255,-73.93742023722204,392.0
10/20/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/20/2023,B,48,45-64,M,WHITE HISPANIC,40.84023133456983,-73.88010010626483,427.0
10/20/2023,M,25,25-44,F,WHITE HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/20/2023,B,41,45-64,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/20/2023,K,75,18-24,M,WHITE HISPANIC,40.67803108551081,-73.89167260564398,90.0
10/20/2023,M,5,25-44,M,WHITE HISPANIC,40.72423529664496,-73.99778483319649,17.0
10/20/2023,M,25,45-64,M,BLACK,40.804375769710255,-73.93742023722204,392.0
10/20/2023,M,25,25-44,M,BLACK HISPANIC,40.804375769710255,-73.93742023722204,392.0
10/19/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/19/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/19/2023,B,47,25-44,M,BLACK,40.893411457088085,-73.85736207903054,418.0
10/19/2023,Q,103,18-24,M,BLACK,40.70058232906593,-73.80774181591707,279.0
10/19/2023,M,14,25-44,M,WHITE HISPANIC,40.75219043401121,-73.99346359839569,164.0
10/19/2023,B,44,18-24,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/19/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/19/2023,B,44,25-44,M,BLACK HISPANIC,40.82781161940969,-73.92592932593037,604.0
10/19/2023,B,43,18-24,M,BLACK,40.82858179824758,-73.87917076783575,369.0
10/19/2023,B,40,25-44,M,BLACK,40.81606683945181,-73.91764392674679,434.0
10/18/2023,K,75,45-64,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/18/2023,B,43,18-24,M,BLACK,40.82950189782912,-73.87460889175321,368.0
10/18/2023,B,47,25-44,M,BLACK,40.893411457088085,-73.85736207903054,418.0
10/18/2023,K,67,25-44,M,BLACK,40.6451306606356,-73.94896382125884,357.0
10/18/2023,M,13,25-44,M,WHITE HISPANIC,40.74332398056524,-73.98407437788978,404.0
10/18/2023,B,46,25-44,M,WHITE,40.86135236106006,-73.89773676351642,213.0
10/18/2023,B,44,45-64,M,BLACK HISPANIC,40.840225853367535,-73.91768268616491,387.0
10/18/2023,M,14,25-44,F,BLACK,40.752001,-73.977392,610.0
10/18/2023,B,52,25-44,F,WHITE HISPANIC,40.86275507175744,-73.90107874094647,382.0
10/18/2023,Q,103,25-44,M,WHITE HISPANIC,40.70058232906593,-73.80774181591707,279.0
10/18/2023,Q,103,18-24,F,WHITE HISPANIC,40.70058232906593,-73.80774181591707,279.0
10/18/2023,K,66,25-44,M,BLACK,40.64059922620008,-73.9943321010444,60.0
10/18/2023,Q,115,18-24,M,BLACK,40.74684483147316,-73.89143078866834,616.0
10/18/2023,B,40,45-64,M,BLACK HISPANIC,40.81606683945181,-73.91764392674679,434.0
10/17/2023,B,49,25-44,M,BLACK,40.86543025685776,-73.86736090787606,423.0
10/17/2023,K,75,25-44,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/17/2023,B,44,<18,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/17/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/17/2023,M,33,45-64,M,BLACK,40.84095296978001,-73.93947116181074,605.0
10/17/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/17/2023,K,75,25-44,M,BLACK,40.674395964093016,-73.89650930396286,185.0
10/17/2023,B,43,25-44,F,BLACK,40.83420109672967,-73.85168536781177,365.0
10/17/2023,M,33,25-44,M,BLACK HISPANIC,40.8410766367656,-73.93976740555671,605.0
10/17/2023,K,67,18-24,M,BLACK,40.6451306606356,-73.94896382125884,357.0
10/16/2023,B,40,25-44,M,BLACK,40.81856005891384,-73.92731612997096,603.0
10/16/2023,M,14,45-64,M,BLACK,40.75219043401121,-73.99346359839569,164.0
10/16/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/16/2023,K,77,25-44,F,BLACK,40.66986455425322,-73.9505021789545,343.0
10/16/2023,Q,108,45-64,M,WHITE HISPANIC,40.74633332800227,-73.89632537587809,455.0
10/16/2023,B,42,25-44,M,BLACK,40.83737082564831,-73.8877667333652,428.0
10/15/2023,B,41,18-24,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/15/2023,B,41,25-44,M,WHITE HISPANIC,40.812125995016096,-73.90418129247784,373.0
10/14/2023,Q,109,25-44,F,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0
10/14/2023,Q,103,25-44,M,WHITE HISPANIC,40.70058232906593,-73.80774181591707,279.0
10/14/2023,B,42,25-44,M,BLACK,40.83737082564831,-73.8877667333652,428.0
10/14/2023,K,60,25-44,M,BLACK,40.57761083502094,-73.96144207569856,55.0
10/14/2023,K,78,45-64,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/14/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/14/2023,Q,109,18-24,M,WHITE HISPANIC,40.759569525960025,-73.83013930521312,447.0
10/14/2023,M,1,25-44,M,BLACK,40.711458,-74.012216,328.0
10/14/2023,M,26,25-44,M,BLACK,40.8107644899635,-73.952590152183,153.0
10/14/2023,M,28,25-44,M,BLACK,40.802024054077805,-73.94968150946018,440.0
10/13/2023,B,42,18-24,M,WHITE HISPANIC,40.83737082564831,-73.8877667333652,428.0
10/13/2023,B,44,45-64,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/13/2023,B,52,45-64,M,WHITE HISPANIC,40.879748710480754,-73.88466120059489,379.0
10/13/2023,M,14,25-44,M,BLACK HISPANIC,40.74641698170733,-73.98183247136635,403.0
10/12/2023,B,44,25-44,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/12/2023,M,33,45-64,M,BLACK HISPANIC,40.8410766367656,-73.93976740555671,605.0
10/12/2023,K,72,25-44,M,ASIAN / PACIFIC ISLANDER,40.649269733841365,-74.00966514972481,33.0
10/12/2023,M,28,25-44,M,BLACK,40.802024054077805,-73.94968150946018,440.0
10/12/2023,B,42,18-24,M,BLACK,40.83013694129822,-73.89187665421248,429.0
10/11/2023,B,41,25-44,F,BLACK,40.82413799033059,-73.89294867750611,430.0
10/11/2023,K,75,25-44,M,BLACK,40.674395964093016,-73.89650930396286,185.0
10/11/2023,Q,109,25-44,M,BLACK HISPANIC,40.759569525960025,-73.83013930521312,447.0
10/11/2023,M,28,25-44,M,BLACK,40.80777234464976,-73.94548329252599,439.0
10/11/2023,K,75,25-44,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/11/2023,K,75,25-44,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/11/2023,B,44,18-24,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/11/2023,K,67,25-44,M,BLACK,40.650807142241206,-73.94957212385661,356.0
10/11/2023,B,47,25-44,M,BLACK,40.90348104720813,-73.85034060870207,416.0
10/11/2023,M,14,25-44,M,WHITE HISPANIC,40.74641698170733,-73.98183247136635,403.0
10/11/2023,B,41,25-44,M,BLACK,40.82211871477908,-73.89687933622004,431.0
10/11/2023,B,41,45-64,M,WHITE HISPANIC,40.82413799033059,-73.89294867750611,430.0
10/10/2023,M,28,25-44,M,BLACK,40.8107644899635,-73.952590152183,153.0
10/10/2023,B,42,25-44,M,BLACK HISPANIC,40.83013694129822,-73.89187665421248,429.0
10/10/2023,B,44,<18,M,BLACK,40.83572429672213,-73.92128399754043,388.0
10/10/2023,K,60,18-24,M,WHITE,40.57761083502094,-73.96144207569856,55.0
10/10/2023,B,41,25-44,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/10/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/09/2023,M,28,25-44,M,WHITE HISPANIC,40.80777234464976,-73.94548329252599,439.0
10/09/2023,B,47,25-44,M,BLACK,40.89844961727117,-73.85429832975593,417.0
10/09/2023,K,72,25-44,M,BLACK,40.649269733841365,-74.00966514972481,33.0
10/09/2023,K,72,25-44,M,WHITE,40.64478976074851,-74.01432378475148,34.0
10/09/2023,K,75,25-44,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/09/2023,Q,110,25-44,M,WHITE HISPANIC,40.74681219683057,-73.8917520418653,616.0
10/09/2023,K,75,25-44,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/09/2023,M,33,25-44,M,BLACK,40.83579313239079,-73.93988783095274,149.0
10/09/2023,B,41,45-64,M,BLACK,40.81631852263355,-73.89621273798039,372.0
10/08/2023,K,78,25-44,M,BLACK,40.68405249798437,-73.97745785403545,617.0
10/08/2023,B,44,25-44,M,WHITE HISPANIC,40.82781161940969,-73.92592932593037,604.0
10/08/2023,M,33,18-24,M,BLACK,40.84095296978001,-73.93947116181074,605.0
10/08/2023,B,40,25-44,M,WHITE HISPANIC,40.81856005891384,-73.92731612997096,603.0
10/07/2023,B,44,45-64,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/07/2023,B,41,45-64,M,BLACK,40.82413799033059,-73.89294867750611,430.0
10/07/2023,B,44,25-44,M,BLACK,40.82781161940969,-73.92592932593037,604.0
10/06/2023,M,19,25-44,M,BLACK HISPANIC,40.779497725226406,-73.95558406794517,397.0
10/06/2023,K,73,18-24,M,WHITE HISPANIC,40.6625545044738,-73.90891970492359,348.0
10/06/2023,B,44,18-24,M,BLACK,40.840225853367535,-73.91768268616491,387.0
10/06/2023,M,18,25-44,M,BLACK,40.76229044248997,-73.98610578413911,162.0
10/06/2023,B,47,25-44,M,BLACK,40.90348104720813,-73.85034060870207,416.0
10/06/2023,B,47,18-24,M,BLACK,40.90348104720813,-73.85034060870207,416.0
10/06/2023,B,44,45-64,M,WHITE HISPANIC,40.82781161940969,-73.92592932593037,604.0
10/06/2023,K,72,25-44,M,WHITE HISPANIC,40.64478976074851,-74.01432378475148,34.0
10/06/2023,B,47,25-44,M,BLACK,40.90348104720813,-73.85034060870207,416.0
10/06/2023,B,52,25-44,M,BLACK,40.86275507175744,-73.90107874094647,382.0
10/05/2023,K,75,45-64,M,BLACK,40.67540324751644,-73.87191357758088,188.0
10/05/2023,B,48,45-64,M,BLACK,40.84023133456983,-73.88010010626483,427.0
10/05/2023,K,72,25-44,M,WHITE HISPANIC,40.641435145615965,-74.01781464949576,35.0
10/05/2023,B,42,25-44,M,BLACK,40.83737082564831,-73.8877667333652,428.0
10/05/2023,B,43,25-44,M,WHITE HISPANIC,40.83420109672967,-73.85168536781177,365.0
