ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat,station_complex_id,distance_to_station
276809930,11/01/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,70,1,25-44,M,WHITE HISPANIC,995224,167086,40.62528214117183,-73.96046710056453,POINT (-73.96046710056453 40.62528214117183),49.0,39.201063967325716
276776966,11/01/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,BLACK,986061,213320,40.75219043401121,-73.99346359839569,POINT (-73.99346359839569 40.75219043401121),164.0,12.352440422142271
276829552,11/01/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,0,45-64,M,BLACK HISPANIC,986061,213320,40.75219043401121,-73.99346359839569,POINT (-73.99346359839569 40.75219043401121),164.0,12.352440422142271
276826033,11/01/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK HISPANIC,1007027,245405,40.840225853367535,-73.91768268616491,POINT (-73.91768268616491 40.840225853367535),387.0,19.081156476930072
276771885,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,109,1,18-24,M,ASIAN / PACIFIC ISLANDER,1031307,216054,40.759569525960025,-73.83013930521312,POINT (-73.83013930521312 40.759569525960025),447.0,9.830591764014851
276759691,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276762284,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,18-24,M,BLACK,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096),373.0,7.083550887152554
276764870,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276770109,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,78,1,25-44,M,BLACK,990502,188496,40.68405249798437,-73.97745785403545,POINT (-73.97745785403545 40.68405249798437),617.0,30.480426235905924
276762281,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096),373.0,7.083550887152554
276762301,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,S,120,1,25-44,M,BLACK,963713,173753,40.643566,-74.074001,POINT (-74.074001 40.643566),501.0,36.40697798946023
276759694,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,WHITE HISPANIC,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276764863,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK,1007027,245405,40.840225853367535,-73.91768268616491,POINT (-73.91768268616491 40.840225853367535),387.0,19.081156476930072
276767993,10/31/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,52,1,25-44,M,BLACK,1011612,253618,40.86275507175744,-73.90107874094647,POINT (-73.90107874094647 40.86275507175744),382.0,6.523613503600254
276714242,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,81,1,25-44,M,BLACK,1005862,190486,40.68949041325844,-73.922069633838,POINT (-73.922069633838 40.68949041325844),95.0,22.959242539607242
276711453,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,17,25-44,M,BLACK HISPANIC,990513,213251,40.752001,-73.977392,POINT (-73.977392 40.752001),610.0,2.9344197648881196
276709307,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,S,120,1,45-64,M,BLACK,963713,173753,40.643566,-74.074001,POINT (-74.074001 40.643566),501.0,36.40697798946023
276714235,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,WHITE HISPANIC,1019779,185370,40.67540324751644,-73.87191357758088,POINT (-73.87191357758088 40.675403247516435),188.0,16.527703495687177
276711441,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,43,1,45-64,M,BLACK,1020984,242288,40.83162357138756,-73.86725846399717,POINT (-73.86725846399717 40.83162357138756),367.0,32.88734246264797
276687815,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,33,1,18-24,M,BLACK,1000998,245665,40.84095296978001,-73.93947116181074,POINT (-73.93947116181074 40.84095296978001),605.0,47.24441791250564
276718574,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,78,1,25-44,M,BLACK,988952,186074,40.67740561711505,-73.98304820765676,POINT (-73.98304820765676 40.67740561711505),28.0,11.239653899494034
276714582,10/30/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK HISPANIC,1006614,233501,40.80755382044926,-73.91921496573,POINT (-73.91921496573 40.80755382044926),376.0,2.5082873271372677
276681118,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276682834,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,F,WHITE,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276680801,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276681268,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276675103,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096),373.0,7.083550887152554
276653648,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,47,1,45-64,M,BLACK,1025621,268476,40.90348104720813,-73.85034060870207,POINT (-73.85034060870207 40.90348104720813),416.0,46.01706261737699
276648773,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,115,1,18-24,M,WHITE HISPANIC,1022285,212504,40.74986910551557,-73.86272585671628,POINT (-73.86272585671628 40.74986910551557),450.0,2.2307491113501543
276683507,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276680799,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276683508,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276680797,10/29/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,65+,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276648150,10/28/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,F,BLACK HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276648493,10/28/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276557147,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,BLACK,1014297,186320,40.67803108551081,-73.89167260564398,POINT (-73.89167260564398 40.67803108551081),90.0,1.5208468143412248
276612239,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276590367,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,107,1,25-44,M,BLACK,1038927,197178,40.70771584228227,-73.8027870320592,POINT (-73.8027870320592 40.70771584228227),256.0,48.56700616499983
276580490,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,17,18-24,M,BLACK,990513,213251,40.752001,-73.977392,POINT (-73.977392 40.752001),610.0,2.9344197648881196
276611434,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,45-64,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276619283,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276612233,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276612229,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276619280,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,F,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276619258,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,<18,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276606057,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,115,1,18-24,M,WHITE HISPANIC,1014333,211391,40.74684483147316,-73.89143078866834,POINT (-73.89143078866834 40.74684483147316),616.0,12.263539298954413
276612226,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276595834,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,S,120,1,25-44,M,BLACK,963713,173753,40.643566,-74.074001,POINT (-74.074001 40.643566),501.0,36.40697798946023
276612227,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276582727,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,109,1,25-44,M,WHITE HISPANIC,1031307,216054,40.759569525960025,-73.83013930521312,POINT (-73.83013930521312 40.759569525960025),447.0,9.830591764014851
276611859,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,45-64,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276609377,10/27/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,F,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276554574,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,110,1,18-24,M,BLACK,1014244,211379,40.74681219683057,-73.8917520418653,POINT (-73.8917520418653 40.74681219683057),616.0,33.42213545344223
276525698,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,F,WHITE HISPANIC,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276547015,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,78,1,25-44,M,BLACK,990502,188496,40.68405249798437,-73.97745785403545,POINT (-73.97745785403545 40.68405249798437),617.0,30.480426235905924
276535627,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,103,1,25-44,M,BLACK,1037559,194576,40.70058232906593,-73.80774181591707,POINT (-73.80774181591707 40.70058232906593),279.0,21.97920804523533
276555081,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,77,1,25-44,M,BLACK HISPANIC,997981,183330,40.66986455425322,-73.9505021789545,POINT (-73.9505021789545 40.66986455425322),343.0,3.6273740848623843
276554570,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,107,1,18-24,M,WHITE HISPANIC,1038927,197178,40.70771584228227,-73.8027870320592,POINT (-73.8027870320592 40.70771584228227),256.0,48.56700616499983
276523596,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,18,1,25-44,M,WHITE,989224,219229,40.768407909886974,-73.9820430818357,POINT (-73.9820430818357 40.768407909886974),614.0,23.357444155680316
276552239,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,107,1,18-24,F,WHITE HISPANIC,1038927,197178,40.70771584228227,-73.8027870320592,POINT (-73.8027870320592 40.70771584228227),256.0,48.56700616499983
276544353,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,2,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276527927,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,18-24,M,BLACK,986061,213320,40.75219043401121,-73.99346359839569,POINT (-73.99346359839569 40.75219043401121),164.0,12.352440422142271
276535621,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,5,1,65+,M,ASIAN / PACIFIC ISLANDER,984103,201020,40.71843015224279,-74.00053029504515,POINT (-74.00053029504515 40.71843015224279),623.0,30.396509306083672
276538219,10/26/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,18-24,F,BLACK,986061,213320,40.75219043401121,-73.99346359839569,POINT (-73.99346359839569 40.75219043401121),164.0,12.352440422142271
276490178,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276446614,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,45-64,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969),604.0,22.06384477887481
276420164,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,72,1,25-44,M,WHITE HISPANIC,979306,172969,40.641435145615965,-74.01781464949576,POINT (-74.01781464949576 40.641435145615965),35.0,9.873066167619903
276490784,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,26,1,18-24,M,BLACK,997374,234664,40.8107644899635,-73.952590152183,POINT (-73.952590152183 40.8107644899635),153.0,43.57220985011062
276448858,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,52,1,45-64,M,BLACK HISPANIC,1012627,255339,40.86747548737554,-73.8974019488641,POINT (-73.8974019488641 40.86747548737554),381.0,36.9805799630397
276460961,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,72,1,18-24,M,BLACK HISPANIC,981568,175823,40.649269733841365,-74.00966514972481,POINT (-74.00966514972481 40.649269733841365),33.0,46.69036086622323
276490555,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,18-24,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969),604.0,22.06384477887481
276490163,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276454738,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,17,18-24,F,BLACK,990513,213251,40.752001,-73.977392,POINT (-73.977392 40.752001),610.0,2.9344197648881196
276460966,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,BLACK,992992,149241,40.57630372417229,-73.96853078385234,POINT (-73.96853078385234 40.57630372417229),56.0,2.6840767217189017
276454721,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1012791,238814,40.82211871477908,-73.89687933622004,POINT (-73.89687933622004 40.82211871477908),431.0,13.930473145434275
276490551,10/25/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,WHITE,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276420180,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,13,0,18-24,F,BLACK,988029,208946,40.74018427922352,-73.986362997997,POINT (-73.986362997997 40.74018427922352),405.0,40.7718834099454
276382117,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,25-44,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969),604.0,22.06384477887481
276412254,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,Q,108,1,18-24,M,WHITE HISPANIC,1011020,210932,40.745595642202254,-73.90338918538404,POINT (-73.90338918538404 40.745595642202254),456.0,34.43311676179789
276404115,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,44,1,45-64,M,BLACK,1004749,240880,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969),604.0,22.06384477887481
276417499,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276412227,10/24/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,18-24,M,BLACK,1012791,238814,40.82211871477908,-73.89687933622004,POINT (-73.89687933622004 40.82211871477908),431.0,13.930473145434275
276368294,10/23/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1007046,236603,40.81606683945181,-73.91764392674679,POINT (-73.91764392674679 40.81606683945181),434.0,10.626806840292538
276289563,10/22/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,43,1,25-44,M,WHITE HISPANIC,1017689,241175,40.82858179824758,-73.87917076783575,POINT (-73.87917076783575 40.82858179824758),369.0,1.0223191981417008
276315923,10/22/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,WHITE HISPANIC,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059),430.0,12.11323292713673
276290632,10/22/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,28,1,18-24,M,ASIAN / PACIFIC ISLANDER,999342,233575,40.80777234464976,-73.94548329252599,POINT (-73.94548329252599 40.807772344649756),439.0,2.2640606484076393
276320248,10/22/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1004368,237509,40.81856005891384,-73.92731612997096,POINT (-73.92731612997096 40.81856005891384),603.0,30.178970945071388
276286010,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,18-24,F,BLACK,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096),373.0,7.083550887152554
276289450,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,18-24,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276289069,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276289067,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,45-64,F,BLACK,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255),392.0,30.202411318406643
276286008,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,BLACK,1004368,237509,40.81856005891384,-73.92731612997096,POINT (-73.92731612997096 40.81856005891384),603.0,30.178970945071388
276287280,10/21/2023,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1009519,180676,40.6625545044738,-73.90891970492359,POINT (-73.90891970492359 40.6625545044738),348.0,2.30607229981586
